DOB,NO_OF_CHLD,NO_OF_VHCL,GNDR_CD,EDU_DESC,MRRY_DESC,OCPN_DESC,ADDR_PRVC,ADDR_ZIP,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT,DPST_END_BAL,DPST_TXN_CNT,DPST_TXN_CNT_AVG,DPST_TXN_CNT_MIN,DPST_TXN_CNT_MAX,DPST_INFLW_CNT,DPST_INFLW_CNT_MIN,DPST_INFLW_CNT_MAX,DPST_OTFLW_CNT,DPST_OTFLW_CNT_MIN,DPST_OTFLW_CNT_MAX,DPST_INFLW_AMT_TOT,DPST_OTFLW_AMT_TOT,DOB_prev,NO_OF_CHLD_prev,NO_OF_VHCL_prev,GNDR_CD_prev,EDU_DESC_prev,MRRY_DESC_prev,OCPN_DESC_prev,ADDR_PRVC_prev,ADDR_ZIP_prev,SCB_PROD_HLDNG_CNT,SCB_PROD_SUB_GRP_HLDNG_CNT,PROD_GRP_WLTH_HLDNG_CNT,PROD_GRP_LENDING_HLDNG_CNT,PROD_GRP_PYMT_HLDNG_CNT,PROD_GRP_SRVC_HLDNG_CNT,PROD_GRP_BSNS_LENDING_HLDNG_CNT,DPST_ACCT_CNT_prev,DPST_END_BAL_prev,DPST_TXN_CNT_prev,DPST_TXN_CNT_AVG_prev,DPST_TXN_CNT_MIN_prev,DPST_TXN_CNT_MAX_prev,DPST_INFLW_CNT_prev,DPST_INFLW_CNT_MIN_prev,DPST_INFLW_CNT_MAX_prev,DPST_OTFLW_CNT_prev,DPST_OTFLW_CNT_MIN_prev,DPST_OTFLW_CNT_MAX_prev,DPST_INFLW_AMT_TOT_prev,DPST_OTFLW_AMT_TOT_prev,DOB_match,NO_OF_CHLD_match,NO_OF_VHCL_match,GNDR_CD_match,EDU_DESC_match,MRRY_DESC_match,OCPN_DESC_match,ADDR_PRVC_match,ADDR_ZIP_match,cust_id
1/7/1971,1,1,M,bachelor's degree,single,industrial business employee,สมุทรปราการ,10130,3,3,1,1,2,null,null,1,2414.41,11,1.38,1,2,5,1,2,6,1,1,6400,4300.45,1/7/1971,0,1,M,bachelor's degree,single,industrial business employee,สมุทรปราการ,10130,4,4,1,null,2,null,null,1,10918.84,9,1.5,1,3,5,1,3,4,1,2,10700,11554,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,54
1/12/1971,0,null,F,bachelor's degree,married,commerce employee,นนทบุรี,11110,3,3,2,null,3,1,null,2,56741.38,77,3.85,1,9,11,1,3,66,1,9,169020.89,148744.14,1/12/1971,0,null,F,bachelor's degree,married,housewife/househusband,นนทบุรี,11110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,55
1/5/1989,0,0,M,less than high school,married,freelance,สระบุรี,18000,2,2,1,null,1,null,null,1,0.61,26,2.17,1,3,10,1,2,16,1,3,49043,49043,1/5/1989,0,0,M,less than high school,single,freelance,กาญจนบุรี,71160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,56
1/9/1980,0,1,M,bachelor's degree,single,commerce employee,นครปฐม,73210,7,7,4,2,5,null,null,1,765.03,114,4.38,1,9,12,1,2,102,1,8,34020,36474.59,1/9/1980,0,1,M,bachelor's degree,single,commerce employee,สมุทรปราการ,10270,8,8,4,1,6,null,null,1,1220.02,32,2.46,1,4,12,1,2,20,1,3,116545,117505,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,57
1/4/1952,0,1,F,master's degree,single,government employee,เพชรบุรี,76000,6,5,3,1,4,1,null,2,50805.87,15,1.5,1,3,1,1,1,14,1,3,40734.8,39356.49,1/4/1952,0,1,F,master's degree,single,teacher and executive in university or equivalent institution,เพชรบุรี,76000,6,5,3,1,4,1,null,2,46291.8,24,1.71,1,4,1,1,1,23,1,4,40854.8,180522.18,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,58
1/3/1999,0,null,M,others,single,service business employee,สมุทรปราการ,10560,4,4,3,null,4,1,null,2,2812,14,1.75,1,3,3,1,1,11,1,2,5800,4988.23,1/3/1999,0,null,M,others,single,soldier,อุทัยธานี,61170,3,3,1,null,2,1,null,1,0,11,1.38,1,2,3,1,1,8,1,2,2800,12801.92,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,59
1/2/1975,0,0,F,less than high school,single,commerce employee,กรุงเทพมหานคร,10250,3,3,1,null,2,1,null,1,3.06,6,2,1,3,2,1,1,4,2,2,202,256,1/2/1975,0,0,F,less than high school,single,others,กรุงเทพมหานคร,10250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,60
1/11/1998,0,null,M,others,single,service business entrepreneur,กรุงเทพมหานคร,10250,5,5,1,1,3,1,null,1,309.63,148,4.93,1,12,59,1,5,89,1,7,288976.37,289319.36,1/11/1998,0,null,M,others,single,commerce employee,กรุงเทพมหานคร,10250,4,4,1,null,3,1,null,1,578.11,105,3.39,1,9,39,1,3,66,1,6,31074,31161.86,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,61
1/3/1980,0,1,F,bachelor's degree,single,commerce entrepreneur,กรุงเทพมหานคร,10110,2,2,1,1,1,null,null,1,15.5,0,0,0,0,0,0,0,0,0,0,0,0,1/3/1980,0,1,F,bachelor's degree,single,commerce entrepreneur,กรุงเทพมหานคร,10220,3,3,1,3,1,1,null,1,388.39,2,2,2,2,1,1,1,1,1,1,71000,71152.84,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,62
1/11/1969,0,1,M,less than high school,single,service business employee,สมุทรสาคร,74130,4,4,1,2,3,null,null,1,12.93,2,2,2,2,1,1,1,1,1,1,20000,20000,1/11/1969,0,1,M,less than high school,married - registered,service business employee,สมุทรสาคร,74130,5,5,2,2,5,null,null,2,127.16,9,2.25,1,6,3,1,2,6,1,4,194129,194090,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,63
1/9/1988,0,0,M,high school,married,service business employee,กรุงเทพมหานคร,10400,2,2,1,null,1,null,null,1,200.64,0,0,0,0,0,0,0,0,0,0,0,0,1/9/1988,0,0,M,high school,married,"employee of company, store, office",กรุงเทพมหานคร,10520,1,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,64
1/3/1970,2,2,F,bachelor's degree,married,unemployed,ชลบุรี,20180,2,2,1,null,1,1,null,1,912.39,0,0,0,0,0,0,0,0,0,0,0,0,1/3/1970,2,2,F,bachelor's degree,married,commerce entrepreneur,ชลบุรี,20180,3,3,1,null,2,1,null,1,130.45,19,2.11,2,3,9,1,1,10,1,2,260000,260000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,65
1/8/1975,0,1,M,bachelor's degree,married,industrial business employee,สุราษฎร์ธานี,84000,2,2,1,null,1,1,null,1,13.35,9,1.8,1,4,2,1,1,7,1,3,21750,43450,1/8/1975,0,1,M,bachelor's degree,married,commerce employee,สุราษฎร์ธานี,84000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,66
1/1/2003,0,null,M,null,single,freelance,สงขลา,90210,3,3,1,null,3,2,null,1,3585,73,2.92,1,9,10,1,2,63,1,8,24786,25271,1/1/2003,0,null,M,null,single,service business employee,กรุงเทพมหานคร,10160,2,2,1,null,1,1,null,1,6.13,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,FALSE,FALSE,67
1/9/1989,0,0,M,others,single,service business employee,ตราด,23000,2,2,1,null,1,null,null,1,1406.78,85,4.25,1,14,14,1,2,71,1,12,24879,23662,1/9/1989,0,0,M,others,married - registered,service business employee,ตราด,23000,2,2,1,null,1,null,null,1,945,177,5.9,2,14,27,1,3,150,2,13,29572,29624.75,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,68
1/4/1996,0,null,F,null,single,freelance,ปทุมธานี,12130,1,1,1,null,null,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/4/1996,0,null,F,null,single,service business employee,กรุงเทพมหานคร,10260,2,2,1,null,1,null,null,1,38.05,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,FALSE,FALSE,69
1/8/1968,1,0,M,vocational certificate,single,commerce employee,กรุงเทพมหานคร,10250,4,4,1,null,3,1,null,1,0.61,25,1.67,1,4,14,1,3,11,1,2,7779.61,7873.61,1/8/1968,0,0,M,vocational certificate,married - registered,commerce employee,กรุงเทพมหานคร,10250,6,5,1,2,4,1,null,1,7.37,20,1.82,1,4,6,1,2,14,1,3,57700,59692.82,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,70
1/5/2001,0,null,F,null,single,service business employee,กรุงเทพมหานคร,10240,4,4,1,null,3,1,null,1,3400,8,1.6,1,3,1,1,1,7,1,3,3000,3244.83,1/5/2001,0,null,F,null,single,"student, university student",ตรัง,92140,null,null,null,null,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,FALSE,FALSE,71
1/3/2000,0,0,M,high school,single,"student, university student",ชลบุรี,20140,3,3,1,null,3,1,null,1,4000.07,140,5.38,1,10,39,1,5,101,1,8,26366,26366.87,1/3/2000,0,0,M,high school,single,"student, university student",ชลบุรี,20000,3,3,1,null,3,1,null,1,2.47,164,5.47,1,13,39,1,4,125,1,9,12197.22,13087.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,72
1/9/1971,1,1,M,bachelor's degree,married,industrial business employee,ปทุมธานี,12000,4,4,2,1,4,1,null,2,93317.49,65,2.41,1,5,5,1,1,60,1,4,47103,101202.41,1/9/1971,0,1,M,bachelor's degree,married,industrial business employee,ปทุมธานี,12000,5,5,2,null,5,1,null,2,217803.4,25,1.47,1,3,6,1,2,19,1,3,17520,45839.85,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73
1/12/1984,0,0,F,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10240,5,5,1,null,4,1,null,1,679.08,70,2.92,1,6,14,1,2,56,1,6,32180,32501.36,1/12/1984,0,0,F,bachelor's degree,single,freelance,กรุงเทพมหานคร,10240,5,5,1,null,5,1,null,1,369.81,30,2,1,5,8,1,3,22,1,3,10812,10635.83,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,74
1/8/1998,0,null,F,null,single,service business employee,ชลบุรี,20160,2,2,2,null,1,null,null,2,639.81,0,0,0,0,0,0,0,0,0,0,0,0,1/8/1998,0,null,F,null,single,industrial business employee,ชลบุรี,20000,2,2,1,null,1,null,null,1,6.21,28,3.11,1,5,9,1,2,19,1,4,1690,1685,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,FALSE,75
1/8/1996,0,0,F,high school,single,freelance,กรุงเทพมหานคร,10310,2,2,1,null,1,1,null,1,6606.8,30,2.5,1,6,5,1,1,25,1,6,19009,12609.24,1/8/1996,0,0,F,high school,single,service business employee,กรุงเทพมหานคร,10310,2,2,1,null,1,1,null,1,1475,174,6,1,21,75,1,8,99,1,13,74900.09,81926.52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,76
1/11/1991,0,0,F,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10520,2,2,1,null,1,1,null,1,2658.74,58,2.52,1,8,8,1,2,50,1,7,18038.03,17614.5,1/11/1991,0,0,F,bachelor's degree,single,"student, university student",กรุงเทพมหานคร,10520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,77
1/9/2001,0,null,M,others,single,industrial business employee,ฉะเชิงเทรา,24130,5,5,5,null,3,1,null,2,0,2,2,2,2,1,1,1,1,1,1,36601,36601,1/9/2001,0,null,M,others,single,"student, university student",กรุงเทพมหานคร,10520,5,5,4,null,3,1,null,1,7105,6,1.2,1,2,1,1,1,5,1,1,114,209,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,78
1/2/1986,0,null,M,others,single,agricultural/ agro industry entrepreneur,เพชรบูรณ์,67160,5,5,1,null,4,null,null,1,31219.17,15,2.14,1,4,2,2,2,13,1,4,131162,105560,1/2/1986,0,null,M,others,single,industrial business employee,เพชรบูรณ์,67160,5,5,1,null,4,null,null,1,259.01,5,1.25,1,2,1,1,1,4,1,2,5200,14010,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,79
1/9/2004,0,null,F,null,single,service business employee,ภูเก็ต,83000,3,3,1,null,2,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/9/2004,0,null,F,null,single,"student, university student",ภูเก็ต,83000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,80
1/3/1986,0,0,F,bachelor's degree,married - registered,government employee,เชียงใหม่,50210,2,2,null,2,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/3/1986,0,0,F,bachelor's degree,married - registered,government employee,เชียงใหม่,50180,3,3,null,1,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,81
1/10/1971,0,0,F,bachelor's degree,single,commercial bank employee,นนทบุรี,11120,3,3,1,null,2,null,null,1,332.22,33,2.75,1,7,12,1,3,21,1,6,18090,18979.98,1/10/1971,0,0,F,bachelor's degree,single,freelance,พัทลุง,93000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,82
1/7/1994,0,0,F,master's degree,married - registered,service business employee,ร้อยเอ็ด,45130,4,4,1,1,2,null,null,1,16860.64,67,2.79,1,6,10,1,1,57,1,6,24140,21939.78,1/7/1994,0,0,F,high school,single,"student, university student",ร้อยเอ็ด,45130,3,3,1,null,2,null,null,1,17207.75,38,1.81,1,4,2,1,1,36,1,4,17044,22885.93,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,83
1/12/1984,0,0,M,high school,single,freelance,นนทบุรี,11140,4,4,2,null,3,1,null,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1/12/1984,0,0,M,high school,single,freelance,นครปฐม,73130,4,4,1,null,4,1,null,1,50.74,457,17.58,1,60,78,1,9,379,1,51,70258.93,70209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,84
1/6/1991,0,0,F,bachelor's degree,married,commerce employee,นนทบุรี,11120,10,8,8,4,2,1,null,3,104857.62,116,4.14,1,12,11,1,5,105,1,11,73119.71,65290.78,1/6/1991,0,0,F,bachelor's degree,married - registered,commerce employee,นนทบุรี,11120,11,9,8,4,3,1,null,3,76851.74,19,2.38,1,7,10,1,3,9,1,4,41865.88,57311.03,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,85
1/3/1993,0,0,M,bachelor's degree,single,agricultural/ agro industry entrepreneur,ปัตตานี,94160,4,4,1,1,2,1,null,1,2683.87,44,2.32,1,6,4,1,2,40,1,6,620,9465.73,1/3/1993,0,0,M,bachelor's degree,single,commerce employee,ปัตตานี,94160,4,4,1,null,3,1,null,1,9090.94,68,2.52,1,7,33,1,4,35,1,4,66088.65,89076.78,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,86
1/8/1999,0,null,F,others,single,industrial business employee,กรุงเทพมหานคร,10150,3,3,2,null,2,1,null,2,25405.11,15,2.5,1,8,0,0,0,15,1,8,0,10618.5,1/8/1999,0,null,F,others,single,"student, university student",อุบลราชธานี,34130,2,2,1,null,1,1,null,1,33581.36,2,1,1,1,0,0,0,2,1,1,0,1056,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,87
1/6/1966,0,0,M,less than high school,married,service business employee,มหาสารคาม,44140,3,3,1,null,2,1,null,1,6273,358,11.93,1,32,275,1,27,83,1,6,430981,424708,1/6/1966,0,0,M,less than high school,single,freelance,สมุทรปราการ,10270,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88
1/8/1962,0,null,F,others,single,commerce entrepreneur,กรุงเทพมหานคร,10220,3,3,1,null,2,1,null,1,213.18,74,2.96,1,13,12,1,3,62,1,10,106829.45,115822.47,1/8/1962,0,null,F,others,single,commerce employee,กรุงเทพมหานคร,10210,3,3,1,null,3,1,null,1,3883.12,39,2.6,1,7,13,1,3,26,1,4,45410,43407.83,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,89
1/10/1994,0,0,F,high school,married,commerce employee,ชลบุรี,20230,3,3,1,null,2,1,null,1,2333.01,2,1,1,1,2,1,1,0,0,0,2333.01,0,1/10/1994,0,0,F,high school,married,commerce employee,หนองคาย,43000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,90
1/7/2000,0,null,M,null,single,medical technologist,ขอนแก่น,40000,6,5,6,null,3,1,null,1,142453.35,85,2.93,1,7,7,1,1,78,1,7,238448.5,228343.52,1/7/2000,0,null,M,null,single,"student, university student",ขอนแก่น,40000,4,4,1,null,4,1,null,1,801.54,48,1.92,1,5,8,1,2,40,1,4,3597,4448.5,TRUE,TRUE,null,TRUE,null,TRUE,FALSE,TRUE,TRUE,91
1/3/1971,1,2,M,others,married - registered,commerce entrepreneur,สมุทรสาคร,74000,1,1,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/3/1971,1,2,M,less than high school,single,commerce entrepreneur,สมุทรสาคร,74000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,92
1/10/1986,0,0,M,others,married - registered,service business employee,กรุงเทพมหานคร,10160,2,2,1,null,1,1,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1/10/1986,0,0,M,others,married - registered,industrial business employee,กรุงเทพมหานคร,10160,6,6,2,1,5,1,null,1,800.49,6,1.5,1,2,3,1,1,3,1,1,6340,6350,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,93
1/8/1979,0,0,M,less than high school,single,freelance,บุรีรัมย์,31140,4,4,1,null,3,1,null,1,86.3,75,3.26,1,8,16,1,4,59,1,7,19175,19093,1/8/1979,0,0,M,less than high school,single,"employee of company, store, office",บุรีรัมย์,31140,4,4,1,null,3,1,null,1,186.51,33,1.74,1,5,9,1,3,24,1,4,7455,9905,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,94
1/11/1998,0,null,M,null,single,industrial business employee,ชลบุรี,20180,4,4,1,null,4,1,null,1,805.4,33,2.54,1,5,15,1,2,18,1,4,5508,4706.2,1/11/1998,0,null,M,null,null,"student, university student",ชลบุรี,20180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,null,FALSE,TRUE,TRUE,95
1/9/1976,0,null,F,high school,single,freelance,ฉะเชิงเทรา,24160,3,3,2,null,2,null,null,2,23.22,3,1,1,1,1,1,1,2,1,1,1000,1200,1/9/1976,0,null,F,high school,single,commerce employee,กรุงเทพมหานคร,10310,2,2,1,null,1,null,null,1,2311.03,1,1,1,1,1,1,1,0,0,0,2000,0,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,96
1/8/1990,0,null,F,null,married,commerce entrepreneur,นราธิวาส,96170,3,3,1,null,2,1,null,1,18479.58,216,7.45,1,16,150,1,12,66,1,6,134041,129628.36,1/8/1990,0,null,F,null,single,"student, university student",นราธิวาส,96170,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,null,FALSE,FALSE,TRUE,TRUE,97
1/7/1997,0,null,F,others,single,freelance,เชียงใหม่,50130,2,2,1,null,1,1,null,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,1/7/1997,0,null,F,others,single,"student, university student",เชียงใหม่,50130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,98
1/10/1994,0,0,M,others,married - registered,service business employee,ปทุมธานี,12120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/10/1994,0,0,M,others,married,industrial business employee,ปทุมธานี,12120,4,4,1,null,4,null,null,1,0.07,64,4.27,1,13,17,1,2,47,1,11,40529,42522,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,99
1/5/1978,0,0,F,vocational certificate/ diploma,single,service business employee,กรุงเทพมหานคร,10400,3,3,1,null,2,null,null,1,13200.36,76,4.75,1,13,3,1,1,73,1,13,25838.86,17299.25,1/5/1978,0,0,F,vocational certificate/ diploma,single,freelance,กรุงเทพมหานคร,10510,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,100
1/12/1995,0,0,M,less than high school,married,service business employee,ชลบุรี,20150,3,3,1,null,2,null,null,1,200,31,10.33,8,12,9,2,4,22,6,9,3061,3061.69,1/12/1995,0,0,M,less than high school,married,service business employee,สุรินทร์,32150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,101
1/7/1982,1,0,F,high school,married - registered,industrial business employee,สุราษฎร์ธานี,84160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/7/1982,0,0,F,high school,married - registered,industrial business employee,สุราษฎร์ธานี,84160,4,4,1,null,3,1,null,1,0,2,2,2,2,1,1,1,1,1,1,1000,1000,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,102
1/1/1998,0,0,M,bachelor's degree,single,service business employee,กาญจนบุรี,71130,3,3,1,1,1,1,null,1,0,17,1.7,1,3,4,1,1,13,1,3,12300,14100,1/1/1998,0,0,M,high school,single,service business employee,กาญจนบุรี,71130,4,4,2,null,3,1,null,2,287.02,4,2,2,2,2,1,1,2,1,1,2000,1950,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,103
1/7/1976,0,0,F,high school,single,freelance,สมุทรสาคร,74110,3,3,1,null,2,1,null,1,7870.38,22,1.83,1,5,7,2,3,15,1,3,22610,14740,1/7/1976,0,0,F,high school,single,industrial business employee,สมุทรสาคร,74110,4,4,1,null,3,null,null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,104
1/10/1986,0,0,F,bachelor's degree,single,service business employee,กรุงเทพมหานคร,10160,6,5,4,4,1,null,null,1,22466.07,4,1,1,1,1,1,1,3,1,1,21550,20853.25,1/10/1986,0,0,F,master's degree,single,service business employee,กรุงเทพมหานคร,10160,7,6,4,4,2,null,null,1,96.15,14,1.75,1,4,2,1,1,12,1,4,17500,38405,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,105
1/8/1984,0,0,F,bachelor's degree,single,industrial business employee,สมุทรปราการ,10540,4,4,1,null,4,2,2,1,7431.72,96,3.2,1,8,18,1,2,78,1,7,94900,90005.12,1/8/1984,0,0,F,bachelor's degree,single,"student, university student",กรุงเทพมหานคร,10520,4,4,1,null,3,2,null,1,5530.83,90,3.21,1,10,24,1,6,66,1,6,152820,161008.07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,106
1/2/2004,0,null,M,null,single,service business employee,กรุงเทพมหานคร,10250,4,4,2,null,3,null,null,2,1,1,1,1,1,0,0,0,1,1,1,0,4,1/2/2004,0,null,M,null,null,"student, university student",นราธิวาส,96150,3,3,1,null,2,null,null,1,0.75,22,2,1,5,7,1,1,15,1,5,1150,1150,TRUE,TRUE,null,TRUE,null,null,FALSE,FALSE,FALSE,107
1/10/1977,0,1,F,master's degree,married - registered,industrial business employee,สมุทรสาคร,74110,1,1,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1/10/1977,0,1,F,vocational certificate/ diploma,married,"employee of company, store, office",สมุทรสาคร,74110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,108
1/8/1982,0,0,M,bachelor's degree,married - registered,commerce entrepreneur,เลย,42000,6,6,1,1,4,1,null,1,7344.65,98,3.5,1,8,80,1,5,18,1,3,28605,25387.93,1/8/1982,0,0,M,others,single,commerce entrepreneur,เลย,42000,6,6,1,1,4,1,null,1,1717.74,39,1.77,1,4,30,1,4,9,1,2,4962,10769,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,109
1/2/1989,0,0,M,bachelor's degree,married,agricultural/ agro industry entrepreneur,กรุงเทพมหานคร,10250,2,2,1,null,1,null,null,1,34.57,51,3.19,1,7,12,1,2,39,1,7,36500,40282.15,1/2/1989,0,0,M,bachelor's degree,single,"student, university student",กรุงเทพมหานคร,10250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,110
1/3/1979,0,null,F,bachelor's degree,single,industrial business employee,กรุงเทพมหานคร,10700,5,5,4,2,2,1,null,1,51758.97,97,4.22,1,12,10,1,4,87,1,11,426763,441389.21,1/3/1979,0,null,F,bachelor's degree,single,state enterprise employee,กรุงเทพมหานคร,10700,6,6,4,1,3,1,null,1,24087.44,67,2.68,1,7,13,1,2,54,1,5,374400,351599.62,TRUE,TRUE,null,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,111
